filename,format,width,height,page_url,repo_page_path,repo_public_path,section_on_page,alt_text,caption,prompt_used
species-white-oak-undertone.jpg,jpg,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-white-oak-undertone.jpg,white oak board portrait,Unstained lightly satin-finished white oak board with even pores and ray fleck,"White oak: even pores, calm, takes grey smoked or natural.","Unstained plus lightly satin-finished white oak. Even pores, ray fleck."
species-white-oak-undertone.webp,webp,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-white-oak-undertone.webp,white oak board portrait,Unstained lightly satin-finished white oak board with even pores and ray fleck,"White oak: even pores, calm, takes grey smoked or natural.","Unstained plus lightly satin-finished white oak. Even pores, ray fleck."
species-red-oak-undertone.jpg,jpg,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-red-oak-undertone.jpg,red oak board portrait,Red oak board with open grain and pinker heritage undertone,"Red oak: open grain, pinker heritage Toronto floor.","Red oak. Open grain, pinker redder heritage Toronto floor."
species-red-oak-undertone.webp,webp,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-red-oak-undertone.webp,red oak board portrait,Red oak board with open grain and pinker heritage undertone,"Red oak: open grain, pinker heritage Toronto floor.","Red oak. Open grain, pinker redder heritage Toronto floor."
species-hard-maple-undertone.jpg,jpg,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-hard-maple-undertone.jpg,hard maple board portrait,"Hard maple board, pale closed grain almost uniform","Hard maple: pale, closed grain; blotch risk if stained raw.","Hard maple. Pale, closed grain, almost uniform."
species-hard-maple-undertone.webp,webp,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-hard-maple-undertone.webp,hard maple board portrait,"Hard maple board, pale closed grain almost uniform","Hard maple: pale, closed grain; blotch risk if stained raw.","Hard maple. Pale, closed grain, almost uniform."
species-black-walnut-undertone.jpg,jpg,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-black-walnut-undertone.jpg,black walnut board portrait,Black walnut board with chocolate-to-silver heartwood variation,"Black walnut: chocolate-to-silver heartwood, luxury depth.","Black walnut. Chocolate-to-silver heartwood, luxury depth."
species-black-walnut-undertone.webp,webp,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-black-walnut-undertone.webp,black walnut board portrait,Black walnut board with chocolate-to-silver heartwood variation,"Black walnut: chocolate-to-silver heartwood, luxury depth.","Black walnut. Chocolate-to-silver heartwood, luxury depth."
species-hickory-undertone.jpg,jpg,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-hickory-undertone.jpg,hickory board portrait,Hickory board with wild sapwood and heartwood contrast on a single face,"Hickory: character contrast, not a defect.",Hickory. Wild sapwood heartwood contrast on a single board.
species-hickory-undertone.webp,webp,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-hickory-undertone.webp,hickory board portrait,Hickory board with wild sapwood and heartwood contrast on a single face,"Hickory: character contrast, not a defect.",Hickory. Wild sapwood heartwood contrast on a single board.
species-white-ash-undertone.jpg,jpg,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-white-ash-undertone.jpg,white ash board portrait,"White ash board, pale with straighter open grain","White ash: pale Scandinavian, straighter open grain.","White ash. Pale Scandinavian, straighter open grain."
species-white-ash-undertone.webp,webp,2000,2000,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-white-ash-undertone.webp,white ash board portrait,"White ash board, pale with straighter open grain","White ash: pale Scandinavian, straighter open grain.","White ash. Pale Scandinavian, straighter open grain."
species-same-stain-six-species.jpg,jpg,2400,1800,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-same-stain-six-species.jpg,one stain six species,"One stain recipe across six species boards in a studio lineup, no typography",The same formula does not produce the same colour on every species.,"One stain recipe across white oak, red oak, hard maple, black walnut, hickory, white ash."
species-same-stain-six-species.webp,webp,2400,1800,https://ecowoods.ca/guides/species-undertone-guide-color-matching-toronto,apps/web/app/guides/species-undertone-guide-color-matching-toronto/,apps/web/public/images/species/species-same-stain-six-species.webp,one stain six species,"One stain recipe across six species boards in a studio lineup, no typography",The same formula does not produce the same colour on every species.,"One stain recipe across white oak, red oak, hard maple, black walnut, hickory, white ash."
service-restoration-hero-feather.jpg,jpg,3840,2160,https://ecowoods.ca/services/floor-restoration,apps/web/app/services/floor-restoration/,apps/web/public/images/services/service-restoration-hero-feather.jpg,hero,"Heritage strip floor after woven replacement boards, repair hard to find","Restoration is board replacement, feathering and colour matching.",Water-damaged strip floor with woven replacement boards. Repair hard to find.
service-restoration-hero-feather.webp,webp,3840,2160,https://ecowoods.ca/services/floor-restoration,apps/web/app/services/floor-restoration/,apps/web/public/images/services/service-restoration-hero-feather.webp,hero,"Heritage strip floor after woven replacement boards, repair hard to find","Restoration is board replacement, feathering and colour matching.",Water-damaged strip floor with woven replacement boards. Repair hard to find.
service-restoration-before-after.jpg,jpg,3840,2160,https://ecowoods.ca/services/floor-restoration,apps/web/app/services/floor-restoration/,apps/web/public/images/services/service-restoration-before-after.jpg,The method before after,"Same room same angle: damaged field on the left, repaired refinished floor on the right","The method: repair the field, then finish across old and new.","Diptych: damaged field to invisible repair, same camera angle."
service-restoration-before-after.webp,webp,3840,2160,https://ecowoods.ca/services/floor-restoration,apps/web/app/services/floor-restoration/,apps/web/public/images/services/service-restoration-before-after.webp,The method before after,"Same room same angle: damaged field on the left, repaired refinished floor on the right","The method: repair the field, then finish across old and new.","Diptych: damaged field to invisible repair, same camera angle."
service-stairs-matched-flight.jpg,jpg,3840,2160,https://ecowoods.ca/services/stair-refinishing,apps/web/app/services/stair-refinishing/,apps/web/public/images/services/service-stairs-matched-flight.jpg,hero matched flight,Refinished stair colour-matched to the main floor it meets,Stairs are quoted per tread and colour-matched on site.,Refinished stair colour-matched to the main floor.
service-stairs-matched-flight.webp,webp,3840,2160,https://ecowoods.ca/services/stair-refinishing,apps/web/app/services/stair-refinishing/,apps/web/public/images/services/service-stairs-matched-flight.webp,hero matched flight,Refinished stair colour-matched to the main floor it meets,Stairs are quoted per tread and colour-matched on site.,Refinished stair colour-matched to the main floor.
service-refinish-bare-to-stained.jpg,jpg,3840,2160,https://ecowoods.ca/services/floor-refinishing,apps/web/app/services/floor-refinishing/,apps/web/public/images/services/service-refinish-bare-to-stained.jpg,bare to stained,"Same room: sanded-to-bare maple on the left, stained satin waterborne on the right","Sand to bare wood, then stain and finish.","Same room: sanded-to-bare maple, then stained satin waterborne."
service-refinish-bare-to-stained.webp,webp,3840,2160,https://ecowoods.ca/services/floor-refinishing,apps/web/app/services/floor-refinishing/,apps/web/public/images/services/service-refinish-bare-to-stained.webp,bare to stained,"Same room: sanded-to-bare maple on the left, stained satin waterborne on the right","Sand to bare wood, then stain and finish.","Same room: sanded-to-bare maple, then stained satin waterborne."
case-forest-hill-walnut-uv.jpg,jpg,3840,2160,https://ecowoods.ca/case-studies/forest-hill-walnut-wide-plank-color-stability,apps/web/app/case-studies/forest-hill-walnut-wide-plank-color-stability/,apps/web/public/images/case-studies/case-forest-hill-walnut-uv.jpg,hero,"Walnut wide plank in a Forest Hill room with south glass, even tone after UV-aware finishing",Wide walnut held even under south light.,"Walnut wide plank, south glass, even tone after UV-aware finishing."
case-forest-hill-walnut-uv.webp,webp,3840,2160,https://ecowoods.ca/case-studies/forest-hill-walnut-wide-plank-color-stability,apps/web/app/case-studies/forest-hill-walnut-wide-plank-color-stability/,apps/web/public/images/case-studies/case-forest-hill-walnut-uv.webp,hero,"Walnut wide plank in a Forest Hill room with south glass, even tone after UV-aware finishing",Wide walnut held even under south light.,"Walnut wide plank, south glass, even tone after UV-aware finishing."
case-midtown-species-transition.jpg,jpg,3840,2160,https://ecowoods.ca/case-studies/midtown-townhouse-three-level-transition,apps/web/app/case-studies/midtown-townhouse-three-level-transition/,apps/web/public/images/case-studies/case-midtown-species-transition.jpg,hero,"Maple field, warmer oak level beyond, white oak stair and walnut stringer reading as one house","Three-level transition across species, coordinated not identical.","Maple field, red oak level, white-oak stair, walnut stringer reading as one house."
case-midtown-species-transition.webp,webp,3840,2160,https://ecowoods.ca/case-studies/midtown-townhouse-three-level-transition,apps/web/app/case-studies/midtown-townhouse-three-level-transition/,apps/web/public/images/case-studies/case-midtown-species-transition.webp,hero,"Maple field, warmer oak level beyond, white oak stair and walnut stringer reading as one house","Three-level transition across species, coordinated not identical.","Maple field, red oak level, white-oak stair, walnut stringer reading as one house."
